Name,Ingredient,images_link,likes,step,difficulty
[炒麵](https://icook.tw/recipes/285553),油麵，洋蔥，木耳，玉米筍，蕃茄，乾香菇，豬後腿肉，小白菜，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/285553/59be3bb7239ff401.jpg,86,5,中
[飯糰](https://icook.tw/recipes/303536),長糯米，豬肉鬆，菜脯，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/303536/45b38096552fb038.jpg,324,5,中
[奶酥菠蘿麵包](https://icook.tw/recipes/340638),中筋麵粉，乾酵母，牛奶，奶粉，高筋麵粉，無鹽奶油，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/340638/ddd4b4cbfee598b6.jpg,53,9,難
[香辣蛋](https://icook.tw/recipes/336754),水煮蛋，無糖優格，青蔥花，辣椒絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/336754/e5882b860b33863c.jpg,22,12,難
[海鮮什錦炒烏龍麵🦐](https://icook.tw/recipes/312675),雞蛋，豬三層肉，洋蔥，青蔥，紅蘿蔔，鮮香菇，高麗菜，蛤蠣、蝦子，讚岐烏龍麵,https://tokyo-kitchen.icook.network/uploads/recipe/cover/312675/482071574b81681c.jpg,615,12,難
[鹽酥雞](https://icook.tw/recipes/302014),雞里肌肉，地瓜粉，雞蛋，九層塔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/302014/933679a8d0ee4c90.jpg,658,5,中
[油飯](https://icook.tw/recipes/317421),長糯米，白米，櫻花蝦，乾香菇，豬肉絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/317421/9e2e3a15d7677bf4.jpg,38,4,易
[五味章魚腳](https://icook.tw/recipes/301997),章魚腳,https://tokyo-kitchen.icook.network/uploads/recipe/cover/301997/6448cea07233180b.jpg,107,2,易
[蔥花手撕麵包](https://icook.tw/recipes/324285),高筋麵粉，酵母粉，雞蛋，奶油，蛋黃液，蔥花,https://tokyo-kitchen.icook.network/uploads/recipe/cover/324285/50c4f8d8a3c87698.jpg,46,12,難
[牛奶夾心餅](https://icook.tw/recipes/316323),雞蛋，牛奶，低筋麵粉，鮮奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/316323/e33158f190c5c142.jpg,36,8,難
[滷豬肉](https://icook.tw/recipes/286320),豬五花肉，香菇，水煮蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/286320/a068d6c2afd67407.jpg,687,13,難
[洋蔥醬肉餅](https://icook.tw/recipes/366246),豬絞肉，洋蔥，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/366246/55b9e0fb49e45ff2.jpg,5,3,易
[炒麵麵包](https://icook.tw/recipes/311479),炒麵，大亨堡，起司片，起司絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/311479/111fe67507247a7e.jpg,10,5,中
[咖哩炒烏龍](https://icook.tw/recipes/327305),烏龍麵，豬肉絲，愛思必金牌咖哩,https://tokyo-kitchen.icook.network/uploads/recipe/cover/327305/8f1e799286e17d6e.jpg,8,10,難
[腸仔包](https://icook.tw/recipes/328271),乾酵母，高筋麵粉，雞蛋，牛油，芝士腸,https://tokyo-kitchen.icook.network/uploads/recipe/cover/328271/62065a8f4f27241b.jpg,69,8,難
[滷豬腳](https://icook.tw/recipes/280457),豬腳，辣椒，豬肉滷包,https://tokyo-kitchen.icook.network/uploads/recipe/cover/280457/8eb6f9a1a7923d9f.jpg,60,9,難
[炒麵](https://icook.tw/recipes/287561),油麵，高麗菜絲，紅蘿蔔絲，木耳絲，芹菜，豬肉絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/287561/33211ce31138aa89.jpg,73,8,難
[紅蔥豬肉燥](https://icook.tw/recipes/363458),豬絞肉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/363458/792a3d649c3efa2a.jpg,20,3,易
[豬肉燥飯](https://icook.tw/recipes/371208),豬絞肉，白米,https://tokyo-kitchen.icook.network/uploads/recipe/cover/371208/a2dca5ced0766516.jpg,21,8,難
[魷魚螺肉蒜](https://icook.tw/recipes/283800),乾魷魚，螺肉罐頭，豬肉絲，芹菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/283800/315f623beb9e863c.jpg,274,8,難
[花生涼麵](https://icook.tw/recipes/294496),油麵條，蛋絲，小黃瓜絲，水煮雞肉，花生粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/294496/5724658088842163.jpg,6,4,易
[控肉飯](https://icook.tw/recipes/235991),滷蛋，榨菜，白飯，青江菜，豬五花肉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/235991/1715e77f04b51ad1.jpg,15,3,易
[當歸藥膳湯火鍋](https://icook.tw/recipes/320614),當歸藥膳包，南瓜，地瓜，紅蘿蔔，高麗菜，金針菇，玉米，花椰菜，木耳，香菇，豆腐，米糕，丸子，素蝦，秀針菇,https://tokyo-kitchen.icook.network/uploads/recipe/cover/320614/a323026e9af3aa87.jpg,10,3,易
[水果茶](https://icook.tw/recipes/320470),檸檬,https://tokyo-kitchen.icook.network/uploads/recipe/cover/320470/5211a83ee55d5b6b.jpg,57,6,中
[豬肉燥](https://icook.tw/recipes/289304),全聯豬絞肉，青蔥，白芝麻粒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/289304/0dac243c203e5af6.jpg,52,1,易
[滷豬肉](https://icook.tw/recipes/288132),豬五花肉，白蘿蔔，三角油豆腐，辣椒，滷包,https://tokyo-kitchen.icook.network/uploads/recipe/cover/288132/39b1c30cd2c5fdb2.jpg,479,5,中
[三鮮炒麵 ](https://icook.tw/recipes/296326),油麵，白蝦，刻花魷魚片，梅花豬肉片，香菇，青蔥，洋蔥，芹菜，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/296326/5c329b7e6bb58e0f.jpg,143,10,難
[蛋餅](https://icook.tw/recipes/311242),中筋麵粉，低筋麵粉，地瓜粉，蔥花，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/311242/7290b31089cb3b47.jpg,414,5,中
[蘿蔔糕](https://icook.tw/recipes/289212),蘿蔔絲，在來米粉，乾香菇，開陽,https://tokyo-kitchen.icook.network/uploads/recipe/cover/289212/3b4c90d3e2ea65d5.jpg,"1,802",14,難
[三明治](https://icook.tw/recipes/392542),切邊吐司，雞蛋，豬肉火腿片，起司片，台式美乃滋，甜奶油，鮮奶油，無鹽奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/392542/570f0f5d38a42138.jpg,276,7,難
[麥仔煎](https://icook.tw/recipes/291618),花生，黑芝麻，白芝麻，中筋麵粉，雞蛋，無鋁泡打粉，酵母粉，小蘇打粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/291618/cabbf8ccd94bf27b.jpg,67,8,難
[鮮蝦燉飯](https://icook.tw/recipes/322655),鮮蝦，洋蔥，洋菇，紅蘿蔔，台灣米，蝦高湯，鮮奶油，羅勒葉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/322655/f298f11b810f52d8.jpg,44,7,難
[馬卡龍](https://icook.tw/recipes/310755),雞蛋，蛋黃，低筋麵粉，奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/310755/d73b6c9e91385873.jpg,754,10,難
[醃洋蔥](https://icook.tw/recipes/382492),洋蔥，糯米椒，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/382492/1e98166a04679830.jpg,46,5,中
[豬肉燥](https://icook.tw/recipes/287781),豬五花肉條,https://tokyo-kitchen.icook.network/uploads/recipe/cover/287781/7d81076b5462c7db.jpg,123,6,中
[椒鹽杏鮑菇](https://icook.tw/recipes/305466),杏鮑菇,https://tokyo-kitchen.icook.network/uploads/recipe/cover/305466/02543d68aaff97d5.jpg,"1,204",4,易
[蔥花麵包](https://icook.tw/recipes/288471),高筋麵粉，速發酵母粉，鮮奶，無鹽奶油，青蔥，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/288471/c0a4b3644286a947.jpg,200,29,難
[巧克力馬卡龍](https://icook.tw/recipes/323116),雞蛋，蛋黃，低筋麵粉，巧克力粉，玉米粉，牛奶，巧克力，鮮奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/323116/e842df937fee15f2.jpg,66,20,難
[蒸蛋豬肉燥乾麵](https://icook.tw/recipes/374162),烏龍麵，台式豬肉燥，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/374162/12d9d9ed72b5c5c2.jpg,17,10,難
[鹹酥雞](https://icook.tw/recipes/294186),雞胸肉，樹薯粉，九層塔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/294186/6d965c50ebefd0c4.jpg,90,1,易
[炸豬排骨](https://icook.tw/recipes/290574),豬里肌肉，地瓜粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/290574/f9cc2e52facaea38.jpg,"1,768",9,難
[木須炒麵](https://icook.tw/recipes/300420),HF低蛋白麵，豬肉絲，雞蛋，木耳，紅蘿蔔，薄力澱粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/300420/3e180d2c074a53c7.jpg,51,5,中
[豬肉燥飯](https://icook.tw/recipes/294630),豬絞肉，香菇，炸洋蔥，玉米澱粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/294630/76919bfc4a4dfe7d.jpg,14,8,難
[歐姆蛋](https://icook.tw/recipes/289619),雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/289619/0bcd8c79bd53439d.jpg,17,3,易
[五味鮑魚](https://icook.tw/recipes/324221),鮑魚，紅蘿蔔，白蘿蔔，白芝麻,https://tokyo-kitchen.icook.network/uploads/recipe/cover/324221/930f13bc31cf165e.jpg,21,5,中
[甜甜圈](https://icook.tw/recipes/340598),雞蛋，蛋黃，牛奶，無鹽奶油，高筋麵粉，酵母粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/340598/332e23ac1e3527c9.jpg,42,4,易
[打拋豬](https://icook.tw/recipes/292961),豬絞肉，四季豆，番茄，九層塔，杏鮑菇，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/292961/3fde6d83b0c1f46f.jpg,155,9,難
[鴨賞義大利麵](https://icook.tw/recipes/307444),7-11甘蔗鴨賞ㄧ包，牛番茄，青蔥,https://tokyo-kitchen.icook.network/uploads/recipe/cover/307444/2caafd5a89427f21.jpg,39,1,易
[番茄斜管麵](https://icook.tw/recipes/301842),花椰菜，洋蔥，番茄，豬肉，青蔥，斜管麵,https://tokyo-kitchen.icook.network/uploads/recipe/cover/301842/0aa56a93bb82efcd.jpg,16,8,難
[泡菜](https://icook.tw/recipes/277671),高麗菜，紅蘿蔔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/277671/e4df8242d0f7d81b.jpg,396,4,易
[不辣湖南蛋](https://icook.tw/recipes/296098),白煮蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/296098/355b17438e30c3f2.jpg,260,6,中
[滷豬肉(108/8/16)](https://icook.tw/recipes/307222),豬五花肉，水煮蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/307222/c0436aeed09e76d1.jpg,26,3,易
[海鮮粥](https://icook.tw/recipes/283773),白飯，透抽，白蝦仁，生干貝，蛤蜊，豬絞肉，吻仔魚，芹菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/283773/58096fb8b5861ef3.jpg,"1,946",15,難
[廣島燒](https://icook.tw/recipes/287164),高麗菜，紅蘿蔔，豆苗，豆芽，金針菇，雞蛋，油麵，中筋麵粉，低筋麵粉，鮮味炒手，地瓜粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/287164/28c324199a70b218.jpg,23,7,難
[打拋豬](https://icook.tw/recipes/312238),朝天椒，牛番茄，九層塔，豬瘦絞肉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/312238/7fa19613149519a4.jpg,156,1,易
[唐揚雞](https://icook.tw/recipes/302912),去骨雞腿肉，太白粉，蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/302912/4d96f0d5d5e55391.jpg,92,6,中
[香蔥蛋餅](https://icook.tw/recipes/326222),高筋粉，低筋粉，糯米粉，雞蛋，牛奶，蔥花,https://tokyo-kitchen.icook.network/uploads/recipe/cover/326222/84b7904ff50dfa81.jpg,243,6,中
[炸雞塊](https://icook.tw/recipes/275822),雞胸肉，青蔥，木薯粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/275822/0420bee392c5d76d.jpg,187,5,中
[泡菜](https://icook.tw/recipes/250886),高麗菜，紅蘿蔔，辣椒，話梅,https://tokyo-kitchen.icook.network/uploads/recipe/cover/250886/9a8f81557cae6dbf.jpg,252,3,易
[鹽酥雞](https://icook.tw/recipes/293450),雞胸肉，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/293450/6a3246065162d4fc.jpg,75,4,易
[蔬菜肉餅](https://icook.tw/recipes/281309),豬絞肉，新鮮荸薺，雞蛋，麵粉，蝦子,https://tokyo-kitchen.icook.network/uploads/recipe/cover/281309/34afb12886e762da.jpg,17,3,易
[地瓜圓](https://icook.tw/recipes/303372),地瓜，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/303372/20929e574ed4f154.jpg,90,6,中
[豬肉羹](https://icook.tw/recipes/291511),豬梅花肉，新鮮黑木耳，香菇，竹筍，木薯粉，高湯，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/291511/3cebb6e6f732a27a.jpg,90,7,難
[炒麵](https://icook.tw/recipes/323313),豬肉片或豬絞肉，青蔥，乾香菇，高麗菜，油麵,https://tokyo-kitchen.icook.network/uploads/recipe/cover/323313/620876ccdd686caa.jpg,141,3,易
[九層塔烘蛋](https://icook.tw/recipes/303826),雞蛋，九層塔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/303826/61983db824bb2add.jpg,49,4,易
[鹹酥雞](https://icook.tw/recipes/308588),雞胸肉，地瓜粉，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/308588/54a50cf802556931.jpg,101,5,中
[蘿蔔糕](https://icook.tw/recipes/280175),白蘿蔔，在來米粉，乾香菇，小蝦米,https://tokyo-kitchen.icook.network/uploads/recipe/cover/280175/c31ca00e545c0521.jpg,493,13,難
[蒜味蝦](https://icook.tw/recipes/286319),蝦，洋蔥，青蔥，蒟蒻，蘑菇,https://tokyo-kitchen.icook.network/uploads/recipe/cover/286319/c87837f754927df1.jpg,20,5,中
[蛤蜊炒麵](https://icook.tw/recipes/292501),關廟麵，蛤蜊，高麗菜，紅蘿蔔，木耳，香菇，洋蔥，五花豬肉絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/292501/e9c341e629494cb1.jpg,456,5,中
[紅蔥豬肉燥乾拌麵](https://icook.tw/recipes/370020),豬絞肉，青蔥，麵條，水煮蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/370020/9c473ad6783428aa.jpg,40,8,難
[鹹酥雞](https://icook.tw/recipes/289368),雞胸肉丁，九層塔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/289368/190eb88cd9652582.jpg,"1,926",8,難
[煎炸豬排](https://icook.tw/recipes/292563),豬里肌肉，太白粉，雞蛋，樹薯粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/292563/66f0db12930d3535.jpg,"1,277",7,難
[滷豬排](https://icook.tw/recipes/295993),豬大排，雞蛋，地瓜粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/295993/21b832edbbf3e8e0.jpg,67,5,中
[泡菜](https://icook.tw/recipes/272411),高麗菜，紅蘿蔔，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/272411/325510086b4f2ef5.jpg,337,6,中
[香腸](https://icook.tw/recipes/282300),腸衣，豬瘦肉-豬後腿肉，豬肥肉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/282300/06cc0c491baa1c7f.jpg,112,4,易
[肉醬烏龍麵](https://icook.tw/recipes/278663),豬絞肉，洋蔥，番茄，雞蛋，烏龍麵，小辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/278663/ac2bd70dc0ab5312.jpg,36,10,難
[海鮮鍋烏龍麵+蒸芋頭糕](https://icook.tw/recipes/302664),白蝦，蛤蜊，透抽，豬肉片，鮮香菇，小白菜，芋頭糕，雞架骨，蝦米，昆布，柴魚片，小魚乾,https://tokyo-kitchen.icook.network/uploads/recipe/cover/302664/4c25b882edd026fb.jpg,73,9,難
[蘿蔔糕](https://icook.tw/recipes/278605),蘿蔔，在來米粉，玉米粉，豬絞肉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/278605/f4626481c987150c.jpg,94,20,難
[炸醬麵](https://icook.tw/recipes/291543),豬絞肉，豆干，紅蘿蔔，蔥花,https://tokyo-kitchen.icook.network/uploads/recipe/cover/291543/0bfaeea2c284cdaa.jpg,103,6,中
[冰鎮海帶黃瓜](https://icook.tw/recipes/289834),小黃瓜薄片，洋蔥，海帶，紅辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/289834/37bd05017dca7278.jpg,14,3,易
[雜菜](https://icook.tw/recipes/278633),台式細冬粉，菠菜，香菇，秀珍菇，牛肉條，紅蘿蔔絲，白芝麻,https://tokyo-kitchen.icook.network/uploads/recipe/cover/278633/d28ec91a9269b968.jpg,47,4,易
[雞米花](https://icook.tw/recipes/287098),雞腿肉，雞蛋，地瓜粉，九層塔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/287098/1dca4328f573a478.jpg,843,11,難
[葱油饼](https://icook.tw/recipes/272908),中筋面粉加葱油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/272908/2e5416cfda50fa81.jpg,10,6,中
[鹽酥雞](https://icook.tw/recipes/301599),雞胸肉，地瓜粉，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/301599/ecc957ee37455fc4.jpg,"1,664",12,難
[蘿蔔糕](https://icook.tw/recipes/277433),白蘿蔔，在來米，太白粉，香菇，蝦米，豬絞肉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/277433/7148f95a84c09675.jpg,205,4,易
[甜甜圈](https://icook.tw/recipes/279666),中筋麵粉，酵母粉，雞蛋，奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/279666/41c73fc2032111f7.jpg,523,6,中
[炒米粉](https://icook.tw/recipes/275399),香菇，蝦米，芹菜，紅蘿蔔，高麗菜，鮮蝦，豬五花肉，米粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/275399/908cd8e8064a855a.jpg,191,12,難
[打拋豬](https://icook.tw/recipes/285794),豬攪肉，九層塔，牛蕃茄，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/285794/d0acfb2ff26498f9.jpg,45,5,中
[蔥花麵包](https://icook.tw/recipes/311637),高筋麵粉，奶粉，酵母，奶油，青蔥，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/311637/c8d65840354364c9.jpg,65,11,難
[月餅](https://icook.tw/recipes/267736),奶油，雞蛋，奶粉，低筋麵粉，發粉，烏豆沙,https://tokyo-kitchen.icook.network/uploads/recipe/cover/267736/f839112d352d2002.jpg,129,8,難
[起司蛋餅](https://icook.tw/recipes/319258),中筋麵粉，地瓜粉，玉米，芝士,https://tokyo-kitchen.icook.network/uploads/recipe/cover/319258/ba105525d87ebf9c.jpg,297,8,難
[炒米粉](https://icook.tw/recipes/275861),米粉，香菇，豬肉絲，紅蘿蔔絲，高麗菜，蝦米,https://tokyo-kitchen.icook.network/uploads/recipe/cover/275861/f9a8903f046d6fa7.jpg,111,1,易
[涼拌小黃瓜](https://icook.tw/recipes/293570),小黃瓜，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/293570/61b42ae257bd8b43.jpg,610,6,中
[紅蔥皮蛋地瓜葉](https://icook.tw/recipes/378632),地瓜葉，皮蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/378632/e549fb547e8fc24a.jpg,12,9,難
[泡菜炒西蘭花](https://icook.tw/recipes/283223),青花菜，台式泡菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/283223/fef92ebba990162e.jpg,8,1,易
[泡菜](https://icook.tw/recipes/291048),高麗菜，紅蘿蔔，話梅，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/291048/95c99819da131618.jpg,274,7,難
[韭菜皮蛋豬絞肉](https://icook.tw/recipes/308524),豬絞肉，韭菜花，皮蛋，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/308524/33a90eb832a0ea8e.jpg,420,3,易
[糯米飯](https://icook.tw/recipes/292970),長糯米，乾香菇，蝦米，紅蔥頭，香菜，豬肉絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/292970/d83d0bb150d5c0f5.jpg,262,11,難
[炸豬排骨](https://icook.tw/recipes/292846),豬里肌排，地瓜粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/292846/12c391ba2d6fb520.jpg,198,7,難
[海鮮粥](https://icook.tw/recipes/272962),芹菜，白飯，蝦，蛤蜊，中卷，蚵仔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/272962/d5deb5df16f745a3.jpg,99,7,難
[辣椒五更腸旺](https://icook.tw/recipes/296667),大腸，鴨血，酸菜，青蔥,https://tokyo-kitchen.icook.network/uploads/recipe/cover/296667/2505696b604b9181.jpg,58,8,難
[辣味茶葉蛋](https://icook.tw/recipes/276660),水煮蛋，英式早餐茶茶包，小辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/276660/536dde7ec9ccd324.jpg,36,2,易
[焦糖紅燒肉](https://icook.tw/recipes/271746),三層肉（豬五花肉），辣椒，九層塔，黑糖粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/271746/00df184f58968a8b.jpg,794,6,中
[辣椒醬爆豬肉片](https://icook.tw/recipes/296421),豬肉片，蘑菇，蘆筍,https://tokyo-kitchen.icook.network/uploads/recipe/cover/296421/0b1f0d6d9e7688be.jpg,26,5,中
[椒鹽豬排](https://icook.tw/recipes/271787),豬理肌肉，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/271787/e3f7db8e0f8108f5.jpg,244,3,易
[泡菜](https://icook.tw/recipes/278044),高麗菜，小黃瓜，紅蘿蔔，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/278044/dfcf4a5731f5ca08.jpg,"2,630",12,難
[滷豬五花肉](https://icook.tw/recipes/271176),豬五花肉，青蔥,https://tokyo-kitchen.icook.network/uploads/recipe/cover/271176/628d6f216256df17.jpg,"2,004",11,難
[仙草甘茶](https://icook.tw/recipes/294114),小优青茶，饮爆点奶精，饮爆点仙草冻，椰果,https://tokyo-kitchen.icook.network/uploads/recipe/cover/294114/2093e6f96138903e.jpg,11,11,難
[蘿蔔糕](https://icook.tw/recipes/307225),白蘿蔔，再來米粉，蝦米，香菇，香腸，太白粉，豬絞肉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/307225/7cbc278ace22f443.jpg,304,8,難
[辣豆瓣炒箭筍](https://icook.tw/recipes/296333),箭筍，豬肉絲，青蔥，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/296333/82caf6cf71818699.jpg,80,7,難
[泡菜](https://icook.tw/recipes/277617),高麗菜，胡蘿蔔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/277617/0cb9efe2b565a05c.jpg,40,3,易
[pizza](https://icook.tw/recipes/265802),蔥油餅皮，起士乳酪絲，芒果，玉米粒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/265802/db95774d25194c29.jpg,33,2,易
[堅果手撕麵包](https://icook.tw/recipes/310228),高筋麵粉，低筋麵粉，速發酵母，雞蛋，牛奶，無鹽奶油，綜合堅果,https://tokyo-kitchen.icook.network/uploads/recipe/cover/310228/d6d8bfe9086666bf.jpg,78,5,中
[蔥油酥](https://icook.tw/recipes/280072),新鮮紅蔥頭,https://tokyo-kitchen.icook.network/uploads/recipe/cover/280072/a9614948437787d4.jpg,42,4,易
[蛋餅](https://icook.tw/recipes/272917),麵粉，雞蛋，煙肉，芝士片，柴魚片碎，粟米粒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/272917/77953c95b487a535.jpg,104,10,難
[炸豬排](https://icook.tw/recipes/294003),豬肉，地瓜粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/294003/ce7228b7a4e703d2.jpg,203,3,易
[滷控肉](https://icook.tw/recipes/282613),豬五花肉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/282613/e4ac65ce877354c8.jpg,"2,355",9,難
[滷豬腳](https://icook.tw/recipes/263361),豬腳，熟花生,https://tokyo-kitchen.icook.network/uploads/recipe/cover/263361/2c581b5d3933ca9e.jpg,291,5,中
[草莓果醬麵包](https://icook.tw/recipes/294806),高粉，速酵，奶油，雞蛋，奶粉，草莓果醬,https://tokyo-kitchen.icook.network/uploads/recipe/cover/294806/41171146d9abf01a.jpg,62,5,中
[馬卡龍](https://icook.tw/recipes/298865),雞蛋，蛋黃,https://tokyo-kitchen.icook.network/uploads/recipe/cover/298865/7e4ec0e3f22e264f.jpg,55,21,難
[照燒雞腿飯](https://icook.tw/recipes/371457),去骨大雞腿，綠花菜，紅蘿蔔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/371457/195cbf15c36cb334.jpg,222,12,難
[高麗菜乾魯豬五花](https://icook.tw/recipes/296801),豬五花肉，高麗菜乾，油豆腐,https://tokyo-kitchen.icook.network/uploads/recipe/cover/296801/0f7b2c4767fe1cb6.jpg,220,6,中
[韭菜肉絲炒麵](https://icook.tw/recipes/293313),韭菜，梅花豬肉，乾香菇，小蝦米，麵條,https://tokyo-kitchen.icook.network/uploads/recipe/cover/293313/c54f34aff252fc5f.jpg,237,7,難
[香菇豬肉燥](https://icook.tw/recipes/382132),豬絞肉，中華鹽滷油豆腐，鮮香菇,https://tokyo-kitchen.icook.network/uploads/recipe/cover/382132/8aeab9821d65df30.jpg,26,3,易
[臘腸馬鈴薯飯](https://icook.tw/recipes/360001),白米，港式臘腸，毛豆仁，紅蘿蔔，洋蔥,https://tokyo-kitchen.icook.network/uploads/recipe/cover/360001/d6f2d99247f778ad.jpg,119,11,難
[泡菜](https://icook.tw/recipes/277254),高麗菜，蜂蜜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/277254/ac5699f3a74b5077.jpg,166,5,中
[炒烏龍麵](https://icook.tw/recipes/266964),烏龍麵，高麗菜，洋蔥，紅蘿蔔，貢丸,https://tokyo-kitchen.icook.network/uploads/recipe/cover/266964/ed9d9e204cae8c8b.jpg,89,3,易
[四神湯](https://icook.tw/recipes/263365),豬小腸,https://tokyo-kitchen.icook.network/uploads/recipe/cover/263365/016931fc6d1338d7.jpg,360,5,中
[煎蛋捲](https://icook.tw/recipes/299920),雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/299920/d9fbab842f8927cb.jpg,117,8,難
[芝麻流心甜湯圓](https://icook.tw/recipes/284926),水洗黑芝麻粉，水洗白芝麻粉，無鹽奶油，糯米粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/284926/068e50fc36ca992c.jpg,377,7,難
[泡菜](https://icook.tw/recipes/257122),高麗菜，紅蘿蔔，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/257122/41a896c3976dea19.jpg,233,2,易
[豬排骨燜飯](https://icook.tw/recipes/359396),豬肋排，白米，玉米，紅蘿蔔，毛豆仁,https://tokyo-kitchen.icook.network/uploads/recipe/cover/359396/a32244cc4eb656be.jpg,162,13,難
[打拋豬](https://icook.tw/recipes/271631),豬絞肉，蒜頭，辣椒，九層塔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/271631/c0ecf3983e45dbfd.jpg,176,4,易
